item_id,transaction_id,product_id,quantity,unit_price,discount_percentage,line_total
ITEM07150,TXN02415,PROD0069,1,3443.0,5,3270.85
ITEM07151,TXN02415,PROD0106,3,504.5,10,1362.15
ITEM07152,TXN02416,PROD0178,3,1519.53,10,4102.73
ITEM07153,TXN02416,PROD0028,2,3004.47,0,6008.94
ITEM07154,TXN02416,PROD0335,2,1355.73,5,2575.89
ITEM07155,TXN02417,PROD0287,3,430.52,15,1097.83
ITEM07156,TXN02418,PROD0018,2,2551.74,0,5103.48
ITEM07157,TXN02418,PROD0007,1,591.85,15,503.07
ITEM07158,TXN02418,PROD0191,1,3841.94,10,3457.75
ITEM07159,TXN02418,PROD0066,3,2751.65,15,7016.71
ITEM07160,TXN02418,PROD0121,2,4501.5,10,8102.7
ITEM07161,TXN02419,PROD0264,2,293.53,5,557.71
ITEM07162,TXN02419,PROD0061,2,2477.19,5,4706.66
ITEM07163,TXN02419,PROD0182,2,3591.65,0,7183.3
ITEM07164,TXN02419,PROD0204,1,4588.88,0,4588.88
ITEM07165,TXN02420,PROD0368,1,1723.43,5,1637.26
ITEM07166,TXN02420,PROD0009,1,2348.75,10,2113.88
ITEM07167,TXN02420,PROD0456,3,2173.91,5,6195.64
ITEM07168,TXN02420,PROD0418,3,4595.6,15,11718.78
ITEM07169,TXN02421,PROD0425,3,632.93,10,1708.91
ITEM07170,TXN02421,PROD0479,1,3345.56,5,3178.28
ITEM07171,TXN02421,PROD0416,1,4397.68,5,4177.8
ITEM07172,TXN02421,PROD0473,3,470.17,15,1198.93
ITEM07173,TXN02422,PROD0492,3,4289.9,15,10939.24
ITEM07174,TXN02422,PROD0384,2,940.24,5,1786.46
ITEM07175,TXN02422,PROD0032,2,527.03,5,1001.36
ITEM07176,TXN02422,PROD0204,1,4588.88,15,3900.55
ITEM07177,TXN02423,PROD0463,2,1359.44,15,2311.05
ITEM07178,TXN02423,PROD0099,2,3164.4,5,6012.36
ITEM07179,TXN02423,PROD0149,3,3698.96,5,10542.04
ITEM07180,TXN02424,PROD0494,3,2236.52,5,6374.08
ITEM07181,TXN02424,PROD0455,2,1352.54,15,2299.32
ITEM07182,TXN02424,PROD0370,3,4623.34,15,11789.52
ITEM07183,TXN02424,PROD0472,1,3872.52,5,3678.89
ITEM07184,TXN02425,PROD0239,2,4800.0,10,8640.0
ITEM07185,TXN02426,PROD0082,3,3249.16,15,8285.36
ITEM07186,TXN02426,PROD0125,1,2465.68,5,2342.4
ITEM07187,TXN02426,PROD0236,2,388.68,15,660.76
ITEM07188,TXN02427,PROD0067,2,2770.22,15,4709.37
ITEM07189,TXN02427,PROD0345,1,3316.05,0,3316.05
ITEM07190,TXN02427,PROD0080,1,624.38,10,561.94
ITEM07191,TXN02427,PROD0313,3,2064.21,10,5573.37
ITEM07192,TXN02428,PROD0376,1,1545.09,15,1313.33
ITEM07193,TXN02428,PROD0285,3,1761.05,5,5018.99
ITEM07194,TXN02428,PROD0412,3,1562.25,15,3983.74
ITEM07195,TXN02428,PROD0126,3,3935.75,15,10036.16
ITEM07196,TXN02428,PROD0084,1,1308.91,5,1243.46
ITEM07197,TXN02429,PROD0308,3,774.03,0,2322.09
ITEM07198,TXN02429,PROD0288,3,2758.25,0,8274.75
ITEM07199,TXN02429,PROD0305,3,4578.87,0,13736.61
ITEM07200,TXN02429,PROD0185,3,2872.27,0,8616.81
ITEM07201,TXN02430,PROD0254,1,2922.18,5,2776.07
ITEM07202,TXN02430,PROD0380,1,1280.34,10,1152.31
ITEM07203,TXN02431,PROD0287,3,430.52,15,1097.83
ITEM07204,TXN02431,PROD0379,1,4013.24,10,3611.92
ITEM07205,TXN02431,PROD0117,2,1138.38,0,2276.76
ITEM07206,TXN02431,PROD0394,1,529.55,15,450.12
ITEM07207,TXN02431,PROD0075,1,4572.44,0,4572.44
ITEM07208,TXN02432,PROD0073,1,4185.8,0,4185.8
ITEM07209,TXN02432,PROD0216,1,498.59,15,423.8
ITEM07210,TXN02432,PROD0356,1,4133.07,0,4133.07
ITEM07211,TXN02432,PROD0167,1,781.07,5,742.02
ITEM07212,TXN02433,PROD0326,3,2703.3,10,7298.91
ITEM07213,TXN02433,PROD0032,3,527.03,15,1343.93
ITEM07214,TXN02433,PROD0276,3,3288.16,5,9371.26
ITEM07215,TXN02434,PROD0099,3,3164.4,0,9493.2
ITEM07216,TXN02435,PROD0152,3,1439.51,10,3886.68
ITEM07217,TXN02435,PROD0136,3,1930.06,5,5500.67
ITEM07218,TXN02436,PROD0208,3,2877.76,5,8201.62
ITEM07219,TXN02436,PROD0102,1,4447.78,5,4225.39
ITEM07220,TXN02436,PROD0120,1,808.86,10,727.97
ITEM07221,TXN02436,PROD0089,3,595.32,10,1607.36
ITEM07222,TXN02436,PROD0127,1,3714.73,5,3528.99
ITEM07223,TXN02437,PROD0078,3,2878.51,15,7340.2
ITEM07224,TXN02437,PROD0187,1,3359.56,5,3191.58
ITEM07225,TXN02437,PROD0096,3,4671.78,15,11913.04
ITEM07226,TXN02437,PROD0310,3,426.71,0,1280.13
ITEM07227,TXN02438,PROD0161,3,1326.18,10,3580.69
ITEM07228,TXN02438,PROD0334,1,3115.97,5,2960.17
ITEM07229,TXN02438,PROD0434,1,2797.29,10,2517.56
ITEM07230,TXN02439,PROD0237,2,4690.51,5,8911.97
ITEM07231,TXN02439,PROD0162,1,1243.27,0,1243.27
ITEM07232,TXN02439,PROD0337,1,1546.51,15,1314.53
ITEM07233,TXN02439,PROD0211,1,2792.42,10,2513.18
ITEM07234,TXN02440,PROD0469,2,1066.76,10,1920.17
ITEM07235,TXN02440,PROD0139,1,1293.76,15,1099.7
ITEM07236,TXN02440,PROD0309,1,1745.66,10,1571.09
ITEM07237,TXN02440,PROD0007,3,591.85,5,1686.77
ITEM07238,TXN02440,PROD0244,3,2169.48,15,5532.17
ITEM07239,TXN02441,PROD0296,3,283.6,10,765.72
ITEM07240,TXN02441,PROD0299,2,1918.13,15,3260.82
ITEM07241,TXN02441,PROD0204,3,4588.88,5,13078.31
ITEM07242,TXN02442,PROD0349,3,3961.69,15,10102.31
ITEM07243,TXN02442,PROD0195,3,2870.69,10,7750.86
ITEM07244,TXN02442,PROD0381,1,3127.13,10,2814.42
ITEM07245,TXN02443,PROD0298,2,1182.88,5,2247.47
ITEM07246,TXN02443,PROD0223,1,3145.86,0,3145.86
ITEM07247,TXN02443,PROD0096,2,4671.78,10,8409.2
ITEM07248,TXN02443,PROD0016,3,2661.87,5,7586.33
ITEM07249,TXN02444,PROD0165,1,3891.57,5,3696.99
ITEM07250,TXN02444,PROD0152,3,1439.51,15,3670.75
ITEM07251,TXN02444,PROD0437,1,3198.06,5,3038.16
ITEM07252,TXN02444,PROD0271,2,2368.95,15,4027.21
ITEM07253,TXN02444,PROD0095,2,3169.45,10,5705.01
ITEM07254,TXN02445,PROD0176,2,2922.08,5,5551.95
ITEM07255,TXN02446,PROD0330,1,513.55,0,513.55
ITEM07256,TXN02446,PROD0136,3,1930.06,10,5211.16
ITEM07257,TXN02446,PROD0029,1,4447.71,10,4002.94
ITEM07258,TXN02446,PROD0470,1,1883.07,15,1600.61
ITEM07259,TXN02446,PROD0365,2,1875.71,5,3563.85
ITEM07260,TXN02447,PROD0337,2,1546.51,5,2938.37
ITEM07261,TXN02447,PROD0494,3,2236.52,10,6038.6
ITEM07262,TXN02447,PROD0117,3,1138.38,5,3244.38
ITEM07263,TXN02448,PROD0325,3,2496.59,15,6366.3
ITEM07264,TXN02448,PROD0317,1,603.63,15,513.09
ITEM07265,TXN02448,PROD0023,1,1568.17,5,1489.76
ITEM07266,TXN02448,PROD0337,3,1546.51,5,4407.55
ITEM07267,TXN02449,PROD0289,3,3541.49,0,10624.47
ITEM07268,TXN02449,PROD0495,2,3236.9,0,6473.8
ITEM07269,TXN02449,PROD0430,3,200.93,10,542.51
ITEM07270,TXN02450,PROD0493,3,2459.44,10,6640.49
ITEM07271,TXN02450,PROD0225,1,245.21,0,245.21
ITEM07272,TXN02451,PROD0345,3,3316.05,0,9948.15
ITEM07273,TXN02452,PROD0310,2,426.71,10,768.08
ITEM07274,TXN02452,PROD0467,2,1143.23,10,2057.81
ITEM07275,TXN02452,PROD0033,1,2751.14,10,2476.03
ITEM07276,TXN02452,PROD0306,1,2516.0,15,2138.6
ITEM07277,TXN02453,PROD0258,3,4114.62,5,11726.67
ITEM07278,TXN02454,PROD0046,2,4650.27,15,7905.46
ITEM07279,TXN02454,PROD0073,2,4185.8,0,8371.6
ITEM07280,TXN02454,PROD0249,3,679.03,5,1935.24
ITEM07281,TXN02454,PROD0057,1,1960.22,0,1960.22
ITEM07282,TXN02455,PROD0084,3,1308.91,0,3926.73
ITEM07283,TXN02456,PROD0173,3,1776.52,5,5063.08
ITEM07284,TXN02456,PROD0211,3,2792.42,0,8377.26
ITEM07285,TXN02456,PROD0396,2,4822.04,5,9161.88
ITEM07286,TXN02456,PROD0207,3,4695.86,5,13383.2
ITEM07287,TXN02457,PROD0025,3,2563.75,15,6537.56
ITEM07288,TXN02457,PROD0180,2,3596.5,10,6473.7
ITEM07289,TXN02457,PROD0081,3,3900.58,5,11116.65
ITEM07290,TXN02457,PROD0300,1,3803.27,5,3613.11
ITEM07291,TXN02458,PROD0051,1,408.66,0,408.66
ITEM07292,TXN02458,PROD0382,2,860.96,15,1463.63
ITEM07293,TXN02458,PROD0209,3,1566.24,10,4228.85
ITEM07294,TXN02459,PROD0182,1,3591.65,0,3591.65
ITEM07295,TXN02459,PROD0124,2,283.69,5,539.01
ITEM07296,TXN02460,PROD0390,1,3503.75,0,3503.75
ITEM07297,TXN02461,PROD0418,1,4595.6,0,4595.6
ITEM07298,TXN02461,PROD0075,1,4572.44,5,4343.82
ITEM07299,TXN02462,PROD0417,3,3794.52,15,9676.03
ITEM07300,TXN02463,PROD0378,3,4477.55,15,11417.75
ITEM07301,TXN02464,PROD0445,2,4611.76,15,7839.99
ITEM07302,TXN02464,PROD0496,3,497.77,15,1269.31
ITEM07303,TXN02465,PROD0273,1,2346.44,10,2111.8
ITEM07304,TXN02465,PROD0218,1,519.82,10,467.84
ITEM07305,TXN02466,PROD0029,2,4447.71,0,8895.42
ITEM07306,TXN02466,PROD0477,3,2410.49,10,6508.32
ITEM07307,TXN02466,PROD0463,2,1359.44,5,2582.94
ITEM07308,TXN02466,PROD0415,3,1896.11,5,5403.91
ITEM07309,TXN02467,PROD0454,1,4779.68,5,4540.7
ITEM07310,TXN02468,PROD0479,1,3345.56,10,3011.0
ITEM07311,TXN02468,PROD0049,1,3622.95,10,3260.65
ITEM07312,TXN02468,PROD0416,2,4397.68,0,8795.36
ITEM07313,TXN02468,PROD0006,1,244.79,5,232.55
ITEM07314,TXN02469,PROD0327,2,1419.35,0,2838.7
ITEM07315,TXN02469,PROD0031,2,1142.65,15,1942.51
ITEM07316,TXN02469,PROD0188,3,1484.83,0,4454.49
ITEM07317,TXN02470,PROD0347,1,946.34,5,899.02
ITEM07318,TXN02471,PROD0437,1,3198.06,0,3198.06
ITEM07319,TXN02471,PROD0372,1,3184.2,15,2706.57
ITEM07320,TXN02472,PROD0278,2,704.34,15,1197.38
ITEM07321,TXN02473,PROD0420,1,2624.35,0,2624.35
ITEM07322,TXN02473,PROD0245,3,3983.29,15,10157.39
ITEM07323,TXN02473,PROD0485,2,3550.03,5,6745.06
ITEM07324,TXN02473,PROD0288,2,2758.25,5,5240.68
ITEM07325,TXN02473,PROD0297,1,4234.61,5,4022.88
ITEM07326,TXN02474,PROD0383,3,1466.62,0,4399.86
ITEM07327,TXN02474,PROD0085,3,4891.39,5,13940.46
ITEM07328,TXN02474,PROD0002,3,3689.47,5,10514.99
ITEM07329,TXN02474,PROD0060,3,2283.85,0,6851.55
ITEM07330,TXN02474,PROD0271,2,2368.95,0,4737.9
ITEM07331,TXN02475,PROD0163,1,587.87,15,499.69
ITEM07332,TXN02475,PROD0122,1,1171.15,10,1054.04
ITEM07333,TXN02475,PROD0015,3,1614.23,5,4600.56
ITEM07334,TXN02475,PROD0238,1,4343.21,10,3908.89
ITEM07335,TXN02476,PROD0064,3,4032.49,0,12097.47
ITEM07336,TXN02476,PROD0442,2,1280.47,0,2560.94
ITEM07337,TXN02476,PROD0379,1,4013.24,0,4013.24
ITEM07338,TXN02477,PROD0114,3,3540.64,0,10621.92
ITEM07339,TXN02477,PROD0321,2,3571.69,0,7143.38
ITEM07340,TXN02478,PROD0233,1,4276.11,0,4276.11
ITEM07341,TXN02478,PROD0159,2,230.23,10,414.41
ITEM07342,TXN02478,PROD0295,2,1731.93,15,2944.28
ITEM07343,TXN02478,PROD0084,1,1308.91,15,1112.57
ITEM07344,TXN02479,PROD0156,3,2367.84,10,6393.17
ITEM07345,TXN02479,PROD0405,3,2676.32,15,6824.62
ITEM07346,TXN02480,PROD0499,2,3414.85,5,6488.21
ITEM07347,TXN02480,PROD0389,3,1876.6,10,5066.82
ITEM07348,TXN02480,PROD0443,3,1853.83,15,4727.27
ITEM07349,TXN02480,PROD0027,3,3145.09,15,8019.98
ITEM07350,TXN02480,PROD0394,1,529.55,0,529.55
ITEM07351,TXN02481,PROD0045,1,1003.84,15,853.26
ITEM07352,TXN02481,PROD0158,3,3523.02,0,10569.06
ITEM07353,TXN02481,PROD0135,3,1531.75,10,4135.73
ITEM07354,TXN02482,PROD0460,2,1246.47,15,2119.0
ITEM07355,TXN02482,PROD0081,2,3900.58,15,6630.99
ITEM07356,TXN02482,PROD0359,3,1670.28,0,5010.84
ITEM07357,TXN02482,PROD0126,3,3935.75,0,11807.25
ITEM07358,TXN02483,PROD0489,1,3523.66,5,3347.48
ITEM07359,TXN02483,PROD0111,3,1644.15,15,4192.58
ITEM07360,TXN02484,PROD0365,1,1875.71,5,1781.92
ITEM07361,TXN02484,PROD0027,3,3145.09,10,8491.74
ITEM07362,TXN02484,PROD0088,2,4531.14,10,8156.05
ITEM07363,TXN02484,PROD0280,1,2987.52,0,2987.52
ITEM07364,TXN02485,PROD0279,3,3598.92,0,10796.76
ITEM07365,TXN02485,PROD0492,3,4289.9,5,12226.21
ITEM07366,TXN02485,PROD0133,2,538.33,10,968.99
ITEM07367,TXN02486,PROD0439,1,3164.32,5,3006.1
ITEM07368,TXN02486,PROD0205,1,510.06,5,484.56
ITEM07369,TXN02486,PROD0295,3,1731.93,15,4416.42
ITEM07370,TXN02486,PROD0463,3,1359.44,15,3466.57
ITEM07371,TXN02486,PROD0006,1,244.79,5,232.55
ITEM07372,TXN02487,PROD0131,3,286.43,15,730.4
ITEM07373,TXN02487,PROD0429,3,3723.05,10,10052.24
ITEM07374,TXN02487,PROD0466,1,3137.9,0,3137.9
ITEM07375,TXN02488,PROD0198,1,3735.38,5,3548.61
ITEM07376,TXN02489,PROD0324,2,1810.64,15,3078.09
ITEM07377,TXN02489,PROD0244,3,2169.48,5,6183.02
ITEM07378,TXN02489,PROD0311,1,2591.39,0,2591.39
ITEM07379,TXN02490,PROD0216,3,498.59,10,1346.19
ITEM07380,TXN02490,PROD0222,3,2288.19,0,6864.57
ITEM07381,TXN02490,PROD0041,2,211.82,0,423.64
ITEM07382,TXN02491,PROD0378,3,4477.55,0,13432.65
ITEM07383,TXN02491,PROD0496,3,497.77,10,1343.98
ITEM07384,TXN02491,PROD0007,1,591.85,10,532.67
ITEM07385,TXN02491,PROD0210,3,588.05,0,1764.15
ITEM07386,TXN02491,PROD0259,3,3510.16,0,10530.48
ITEM07387,TXN02492,PROD0026,3,4590.09,0,13770.27
ITEM07388,TXN02493,PROD0483,3,4910.92,5,13996.12
ITEM07389,TXN02494,PROD0440,3,2332.25,15,5947.24
ITEM07390,TXN02494,PROD0296,1,283.6,15,241.06
ITEM07391,TXN02494,PROD0351,3,3077.41,0,9232.23
ITEM07392,TXN02494,PROD0341,2,776.65,10,1397.97
ITEM07393,TXN02494,PROD0365,1,1875.71,5,1781.92
ITEM07394,TXN02495,PROD0338,1,3355.59,5,3187.81
ITEM07395,TXN02495,PROD0193,3,1791.04,0,5373.12
ITEM07396,TXN02495,PROD0477,2,2410.49,0,4820.98
ITEM07397,TXN02495,PROD0371,2,3359.53,15,5711.2
ITEM07398,TXN02495,PROD0267,2,3364.84,10,6056.71
ITEM07399,TXN02496,PROD0445,1,4611.76,0,4611.76
ITEM07400,TXN02496,PROD0162,2,1243.27,10,2237.89
ITEM07401,TXN02497,PROD0052,3,1047.92,15,2672.2
ITEM07402,TXN02497,PROD0108,3,3276.42,5,9337.8
ITEM07403,TXN02497,PROD0250,2,668.89,0,1337.78
ITEM07404,TXN02497,PROD0487,2,3892.25,10,7006.05
ITEM07405,TXN02497,PROD0085,2,4891.39,10,8804.5
ITEM07406,TXN02498,PROD0491,1,3568.73,10,3211.86
ITEM07407,TXN02498,PROD0450,3,3412.78,10,9214.51
ITEM07408,TXN02498,PROD0394,3,529.55,10,1429.78
ITEM07409,TXN02499,PROD0194,1,515.07,5,489.32
ITEM07410,TXN02499,PROD0011,2,3930.62,5,7468.18
ITEM07411,TXN02500,PROD0274,3,1781.27,10,4809.43
ITEM07412,TXN02500,PROD0489,2,3523.66,10,6342.59
ITEM07413,TXN02500,PROD0369,3,941.82,10,2542.91
ITEM07414,TXN02501,PROD0471,2,3019.16,5,5736.4
ITEM07415,TXN02501,PROD0464,2,3335.34,5,6337.15
ITEM07416,TXN02501,PROD0348,3,441.97,15,1127.02
ITEM07417,TXN02502,PROD0146,3,2796.0,10,7549.2
ITEM07418,TXN02502,PROD0416,2,4397.68,10,7915.82
ITEM07419,TXN02503,PROD0269,2,4490.82,10,8083.48
ITEM07420,TXN02503,PROD0357,3,2342.74,15,5973.99
ITEM07421,TXN02503,PROD0153,3,475.89,0,1427.67
ITEM07422,TXN02503,PROD0485,1,3550.03,10,3195.03
ITEM07423,TXN02503,PROD0288,3,2758.25,10,7447.28
ITEM07424,TXN02504,PROD0438,2,3922.08,0,7844.16
ITEM07425,TXN02504,PROD0030,3,3692.35,0,11077.05
ITEM07426,TXN02504,PROD0356,2,4133.07,10,7439.53
ITEM07427,TXN02504,PROD0208,3,2877.76,5,8201.62
ITEM07428,TXN02505,PROD0058,2,2260.42,0,4520.84
ITEM07429,TXN02505,PROD0276,2,3288.16,15,5589.87
ITEM07430,TXN02505,PROD0436,1,1576.73,15,1340.22
ITEM07431,TXN02505,PROD0202,3,465.41,0,1396.23
ITEM07432,TXN02505,PROD0016,3,2661.87,15,6787.77
ITEM07433,TXN02506,PROD0302,2,200.48,15,340.82
ITEM07434,TXN02506,PROD0290,2,806.31,5,1531.99
ITEM07435,TXN02506,PROD0497,2,902.27,15,1533.86
ITEM07436,TXN02506,PROD0214,1,1396.2,0,1396.2
ITEM07437,TXN02506,PROD0350,2,2489.84,15,4232.73
ITEM07438,TXN02507,PROD0019,3,987.82,0,2963.46
ITEM07439,TXN02507,PROD0385,1,566.95,0,566.95
ITEM07440,TXN02508,PROD0216,1,498.59,10,448.73
ITEM07441,TXN02508,PROD0139,1,1293.76,0,1293.76
ITEM07442,TXN02509,PROD0279,2,3598.92,10,6478.06
ITEM07443,TXN02509,PROD0075,3,4572.44,0,13717.32
ITEM07444,TXN02509,PROD0009,2,2348.75,0,4697.5
ITEM07445,TXN02510,PROD0369,2,941.82,5,1789.46
ITEM07446,TXN02510,PROD0093,2,3465.15,10,6237.27
ITEM07447,TXN02510,PROD0017,1,3250.41,10,2925.37
ITEM07448,TXN02511,PROD0265,3,636.98,15,1624.3
ITEM07449,TXN02511,PROD0046,1,4650.27,15,3952.73
ITEM07450,TXN02511,PROD0231,1,2755.23,5,2617.47
ITEM07451,TXN02511,PROD0171,2,2740.24,15,4658.41
ITEM07452,TXN02511,PROD0115,3,1685.88,5,4804.76
ITEM07453,TXN02512,PROD0281,2,2883.48,0,5766.96
ITEM07454,TXN02512,PROD0041,2,211.82,10,381.28
ITEM07455,TXN02512,PROD0076,3,2011.09,0,6033.27
ITEM07456,TXN02512,PROD0196,2,1041.2,5,1978.28
ITEM07457,TXN02512,PROD0184,1,2973.38,15,2527.37
ITEM07458,TXN02513,PROD0443,3,1853.83,15,4727.27
ITEM07459,TXN02513,PROD0198,3,3735.38,15,9525.22
ITEM07460,TXN02513,PROD0017,1,3250.41,15,2762.85
ITEM07461,TXN02514,PROD0362,2,3155.04,10,5679.07
ITEM07462,TXN02514,PROD0333,2,1041.08,10,1873.94
ITEM07463,TXN02515,PROD0342,2,4638.67,10,8349.61
ITEM07464,TXN02515,PROD0445,1,4611.76,0,4611.76
ITEM07465,TXN02515,PROD0019,1,987.82,0,987.82
ITEM07466,TXN02515,PROD0017,3,3250.41,0,9751.23
ITEM07467,TXN02515,PROD0320,3,1322.17,5,3768.18
ITEM07468,TXN02516,PROD0164,2,3949.08,0,7898.16
ITEM07469,TXN02516,PROD0187,3,3359.56,5,9574.75
ITEM07470,TXN02516,PROD0283,3,1920.84,15,4898.14
ITEM07471,TXN02516,PROD0317,3,603.63,15,1539.26
ITEM07472,TXN02516,PROD0418,1,4595.6,5,4365.82
ITEM07473,TXN02517,PROD0280,3,2987.52,5,8514.43
ITEM07474,TXN02518,PROD0463,1,1359.44,0,1359.44
ITEM07475,TXN02518,PROD0365,3,1875.71,0,5627.13
ITEM07476,TXN02518,PROD0415,1,1896.11,10,1706.5
ITEM07477,TXN02518,PROD0440,2,2332.25,0,4664.5
ITEM07478,TXN02519,PROD0004,2,2688.48,15,4570.42
ITEM07479,TXN02519,PROD0273,1,2346.44,10,2111.8
ITEM07480,TXN02519,PROD0383,1,1466.62,0,1466.62
ITEM07481,TXN02519,PROD0231,1,2755.23,10,2479.71
ITEM07482,TXN02520,PROD0412,1,1562.25,10,1406.03
ITEM07483,TXN02521,PROD0229,1,691.15,0,691.15
ITEM07484,TXN02521,PROD0303,3,485.59,5,1383.93
ITEM07485,TXN02521,PROD0154,3,882.71,15,2250.91
ITEM07486,TXN02522,PROD0318,3,4950.76,5,14109.67
ITEM07487,TXN02523,PROD0359,2,1670.28,5,3173.53
ITEM07488,TXN02523,PROD0493,1,2459.44,5,2336.47
ITEM07489,TXN02523,PROD0318,2,4950.76,0,9901.52
ITEM07490,TXN02523,PROD0128,2,4066.97,15,6913.85
ITEM07491,TXN02524,PROD0027,3,3145.09,0,9435.27
ITEM07492,TXN02524,PROD0488,3,3478.65,0,10435.95
ITEM07493,TXN02524,PROD0004,1,2688.48,5,2554.06
ITEM07494,TXN02524,PROD0285,3,1761.05,10,4754.84
ITEM07495,TXN02525,PROD0354,1,4070.21,0,4070.21
ITEM07496,TXN02525,PROD0191,2,3841.94,0,7683.88
ITEM07497,TXN02526,PROD0197,3,2494.67,0,7484.01
ITEM07498,TXN02526,PROD0242,1,1486.97,5,1412.62
ITEM07499,TXN02526,PROD0420,1,2624.35,15,2230.7
ITEM07500,TXN02526,PROD0259,3,3510.16,0,10530.48
ITEM07501,TXN02527,PROD0016,3,2661.87,5,7586.33
ITEM07502,TXN02528,PROD0373,1,1601.43,10,1441.29
ITEM07503,TXN02528,PROD0146,3,2796.0,5,7968.6
ITEM07504,TXN02528,PROD0091,3,4824.02,10,13024.85
ITEM07505,TXN02529,PROD0500,2,3163.13,5,6009.95
ITEM07506,TXN02529,PROD0478,3,3225.82,0,9677.46
ITEM07507,TXN02530,PROD0110,2,2091.9,15,3556.23
ITEM07508,TXN02530,PROD0334,1,3115.97,10,2804.37
ITEM07509,TXN02530,PROD0077,3,1037.53,10,2801.33
ITEM07510,TXN02531,PROD0241,3,3724.42,0,11173.26
ITEM07511,TXN02531,PROD0166,3,577.45,10,1559.12
ITEM07512,TXN02532,PROD0243,1,3495.41,0,3495.41
ITEM07513,TXN02532,PROD0423,1,1235.91,10,1112.32
ITEM07514,TXN02532,PROD0239,2,4800.0,15,8160.0
ITEM07515,TXN02532,PROD0273,3,2346.44,5,6687.35
ITEM07516,TXN02533,PROD0126,3,3935.75,10,10626.52
ITEM07517,TXN02533,PROD0316,2,2419.64,15,4113.39
ITEM07518,TXN02533,PROD0106,2,504.5,5,958.55
ITEM07519,TXN02533,PROD0472,1,3872.52,15,3291.64
ITEM07520,TXN02534,PROD0485,1,3550.03,15,3017.53
ITEM07521,TXN02534,PROD0431,1,2602.67,10,2342.4
ITEM07522,TXN02534,PROD0354,2,4070.21,5,7733.4
ITEM07523,TXN02534,PROD0223,2,3145.86,5,5977.13
ITEM07524,TXN02534,PROD0357,1,2342.74,5,2225.6
ITEM07525,TXN02535,PROD0380,1,1280.34,0,1280.34
ITEM07526,TXN02535,PROD0105,2,2245.09,0,4490.18
ITEM07527,TXN02535,PROD0192,1,4465.76,5,4242.47
ITEM07528,TXN02536,PROD0018,2,2551.74,5,4848.31
ITEM07529,TXN02536,PROD0184,3,2973.38,15,7582.12
ITEM07530,TXN02536,PROD0475,3,3931.56,0,11794.68
ITEM07531,TXN02536,PROD0302,3,200.48,5,571.37
ITEM07532,TXN02537,PROD0474,2,4008.35,0,8016.7
ITEM07533,TXN02537,PROD0401,3,4343.25,10,11726.77
ITEM07534,TXN02537,PROD0368,3,1723.43,5,4911.78
ITEM07535,TXN02537,PROD0099,3,3164.4,10,8543.88
ITEM07536,TXN02538,PROD0024,3,4790.32,5,13652.41
ITEM07537,TXN02538,PROD0429,3,3723.05,10,10052.24
ITEM07538,TXN02538,PROD0023,1,1568.17,15,1332.94
ITEM07539,TXN02539,PROD0158,1,3523.02,15,2994.57
ITEM07540,TXN02540,PROD0138,3,2401.23,5,6843.51
ITEM07541,TXN02541,PROD0230,3,907.32,15,2313.67
ITEM07542,TXN02541,PROD0204,3,4588.88,0,13766.64
ITEM07543,TXN02541,PROD0123,2,3050.48,0,6100.96
ITEM07544,TXN02542,PROD0329,3,2874.48,0,8623.44
ITEM07545,TXN02542,PROD0050,3,4388.57,5,12507.42
ITEM07546,TXN02542,PROD0341,3,776.65,5,2213.45
ITEM07547,TXN02542,PROD0344,1,1117.46,15,949.84
ITEM07548,TXN02543,PROD0058,3,2260.42,10,6103.13
ITEM07549,TXN02543,PROD0090,3,949.05,0,2847.15
ITEM07550,TXN02543,PROD0321,3,3571.69,5,10179.32
ITEM07551,TXN02544,PROD0116,2,1089.92,5,2070.85
ITEM07552,TXN02545,PROD0283,3,1920.84,5,5474.39
ITEM07553,TXN02545,PROD0334,1,3115.97,5,2960.17
ITEM07554,TXN02545,PROD0205,1,510.06,10,459.05
ITEM07555,TXN02545,PROD0238,1,4343.21,10,3908.89
ITEM07556,TXN02545,PROD0161,1,1326.18,15,1127.25
ITEM07557,TXN02546,PROD0184,1,2973.38,5,2824.71
ITEM07558,TXN02547,PROD0250,1,668.89,0,668.89
ITEM07559,TXN02547,PROD0421,2,1932.85,0,3865.7
ITEM07560,TXN02547,PROD0102,2,4447.78,5,8450.78
ITEM07561,TXN02547,PROD0324,2,1810.64,5,3440.22
ITEM07562,TXN02548,PROD0419,3,2835.59,15,7230.75
ITEM07563,TXN02548,PROD0061,1,2477.19,15,2105.61
ITEM07564,TXN02549,PROD0137,2,1474.35,15,2506.39
ITEM07565,TXN02549,PROD0293,1,1147.98,15,975.78
ITEM07566,TXN02550,PROD0484,2,1943.58,0,3887.16
ITEM07567,TXN02550,PROD0369,2,941.82,5,1789.46
ITEM07568,TXN02550,PROD0365,2,1875.71,15,3188.71
ITEM07569,TXN02551,PROD0240,3,2807.36,0,8422.08
ITEM07570,TXN02551,PROD0462,3,3399.99,15,8669.97
ITEM07571,TXN02552,PROD0331,3,1247.05,5,3554.09
ITEM07572,TXN02553,PROD0128,3,4066.97,15,10370.77
ITEM07573,TXN02553,PROD0355,1,2684.46,0,2684.46
ITEM07574,TXN02553,PROD0267,1,3364.84,5,3196.6
ITEM07575,TXN02553,PROD0480,3,1823.25,0,5469.75
