product_id,product_name,category,sub_category,price,cost,brand,stock_quantity,supplier_id
PROD0273,Last Makeup,Beauty,Makeup,4819.26,3667.87,White-Hunter,119,SUP040
PROD0274,One Shirt,Clothing,Shirt,3905.22,3195.9,Clark-Williams,151,SUP022
PROD0275,Turn Shirt,Clothing,Shirt,3049.74,2542.94,Booth-Perry,224,SUP025
PROD0276,Interesting Outdoor,Sports,Outdoor,3505.69,2639.95,Simon-Jackson,163,SUP023
PROD0277,Through Headphones,Electronics,Headphones,2905.86,2042.46,Townsend-White,375,SUP029
PROD0278,Car Jeans,Clothing,Jeans,2588.86,1812.03,White-Richards,15,SUP045
PROD0279,Myself Skincare,Beauty,Skincare,3964.25,3131.06,Martin Inc,226,SUP046
PROD0280,Option Makeup,Beauty,Makeup,4690.93,3025.74,Morris PLC,316,SUP049
PROD0281,Same Shirt,Clothing,Shirt,1091.69,851.87,Kelly-Young,302,SUP007
PROD0282,Meet Education,Books,Education,1261.61,1052.27,Nguyen LLC,94,SUP016
PROD0283,Parent Furniture,Home & Kitchen,Furniture,909.58,708.35,"Jimenez, Pearson and Baker",164,SUP035
PROD0284,Represent Outdoor,Sports,Outdoor,3661.75,2606.9,Anderson Inc,448,SUP025
PROD0285,School Fitness,Sports,Fitness,895.74,716.48,"Miranda, Johnson and Jones",136,SUP009
PROD0286,Skill Headphones,Electronics,Headphones,1111.81,863.74,"Pearson, Parks and Guerra",494,SUP010
PROD0287,Machine Shirt,Clothing,Shirt,555.41,395.95,"Spencer, Green and Lawson",135,SUP035
PROD0288,Trouble Fitness,Sports,Fitness,2427.75,2019.86,"Thompson, Hernandez and Baker",256,SUP010
PROD0289,Safe Fiction,Books,Fiction,2630.86,1676.47,Grant LLC,246,SUP033
PROD0290,Trial Shirt,Clothing,Shirt,899.85,580.8,"Williams, Atkinson and Cox",294,SUP008
PROD0291,Ever Cookware,Home & Kitchen,Cookware,1464.23,989.41,"Ferguson, Harrison and Foster",393,SUP010
PROD0292,Group Education,Books,Education,4759.44,3280.15,Jordan and Sons,207,SUP049
PROD0293,Sure Laptop,Electronics,Laptop,1325.37,829.42,Shaw-Stevenson,363,SUP008
PROD0294,Economy Outdoor,Sports,Outdoor,2936.19,2027.18,"Ponce, Myers and Olson",348,SUP011
PROD0295,Continue Mobile,Electronics,Mobile,2996.88,2342.23,Lewis-Craig,451,SUP049
PROD0296,American Outdoor,Sports,Outdoor,2597.98,2197.67,Howard-Allen,130,SUP036
PROD0297,Financial Laptop,Electronics,Laptop,2580.57,1740.68,Powell-Clark,406,SUP044
PROD0298,Budget Cookware,Home & Kitchen,Cookware,4344.77,3277.27,Harris-Briggs,497,SUP015
PROD0299,Only Fitness,Sports,Fitness,4468.93,3311.94,Murray Inc,321,SUP014
PROD0300,See Furniture,Home & Kitchen,Furniture,1896.79,1484.09,Barrett-Harvey,27,SUP041
PROD0301,Part Laptop,Electronics,Laptop,2378.35,1515.37,Watkins-Huffman,56,SUP049
PROD0302,Himself Education,Books,Education,729.35,512.14,Meyers Group,59,SUP008
PROD0303,List Furniture,Home & Kitchen,Furniture,1720.42,1109.32,Lewis LLC,371,SUP036
PROD0304,Might Makeup,Beauty,Makeup,3194.1,2375.79,"Johnson, Smith and Hernandez",251,SUP040
PROD0305,The Outdoor,Sports,Outdoor,2660.73,1867.69,"Griffith, Miller and Stewart",457,SUP009
PROD0306,Large Outdoor,Sports,Outdoor,4015.65,2560.36,Mckenzie Ltd,237,SUP042
PROD0307,Threat Skincare,Beauty,Skincare,4849.69,3067.49,"Bradley, Ramsey and Mooney",374,SUP007
PROD0308,Management Outdoor,Sports,Outdoor,2332.67,1478.98,"Adams, Dixon and Baker",170,SUP047
PROD0309,Speech Mobile,Electronics,Mobile,3857.53,2911.58,Riggs PLC,102,SUP039
PROD0310,Believe Cookware,Home & Kitchen,Cookware,2059.86,1544.94,Wood-Wade,166,SUP034
PROD0311,If Furniture,Home & Kitchen,Furniture,4486.17,3162.36,"Keith, Bennett and Owen",269,SUP044
PROD0312,Road Skincare,Beauty,Skincare,2197.43,1371.62,Mcintosh Ltd,256,SUP013
PROD0313,Daughter Dress,Clothing,Dress,4436.84,3262.68,"Kelly, Taylor and Brady",133,SUP049
PROD0314,Hold Furniture,Home & Kitchen,Furniture,3351.52,2148.36,"Barton, Russell and Ramos",432,SUP042
PROD0315,This Cookware,Home & Kitchen,Cookware,1100.3,825.96,Hardy-Nguyen,42,SUP035
PROD0316,Thus Furniture,Home & Kitchen,Furniture,4505.99,3682.01,Arias Inc,172,SUP042
PROD0317,Maintain Fiction,Books,Fiction,1322.45,963.35,"Ramsey, Lopez and Myers",28,SUP048
PROD0318,Right Cookware,Home & Kitchen,Cookware,1099.2,817.52,Hall PLC,16,SUP013
PROD0319,Price Laptop,Electronics,Laptop,3302.28,2665.4,Warren Group,40,SUP004
PROD0320,State Jeans,Clothing,Jeans,667.19,445.55,"Hill, Peters and Jackson",178,SUP012
PROD0321,Your Outdoor,Sports,Outdoor,3887.54,3113.0,"Rivera, Hobbs and Williams",264,SUP004
PROD0322,Bit Jeans,Clothing,Jeans,1694.48,1090.68,Sanchez LLC,53,SUP010
PROD0323,Professional Makeup,Beauty,Makeup,250.29,171.94,"Graves, Sherman and Griffin",149,SUP023
PROD0324,Statement Furniture,Home & Kitchen,Furniture,2654.63,1651.22,Burns-Baker,130,SUP020
PROD0325,Us Laptop,Electronics,Laptop,326.12,218.48,Bennett-Wise,439,SUP008
PROD0326,Quite Jeans,Clothing,Jeans,3169.4,2226.4,Smith Inc,19,SUP010
PROD0327,Loss Fiction,Books,Fiction,1275.86,838.65,Hammond PLC,372,SUP042
PROD0328,Color Outdoor,Sports,Outdoor,2826.81,1954.28,Marquez-Wong,290,SUP015
PROD0329,Must Skincare,Beauty,Skincare,3070.71,2256.95,Castillo-Hopkins,430,SUP042
PROD0330,Sit Skincare,Beauty,Skincare,3143.15,2606.04,Rodriguez-Tucker,91,SUP042
PROD0331,Get Furniture,Home & Kitchen,Furniture,4045.27,2539.54,Coffey-Strong,17,SUP019
PROD0332,Past Outdoor,Sports,Outdoor,4445.66,2779.77,Murray-Moreno,127,SUP037
PROD0333,Cause Skincare,Beauty,Skincare,577.21,379.39,"Hood, Stone and Matthews",294,SUP014
PROD0334,Might Skincare,Beauty,Skincare,576.46,421.1,"Lawrence, Perez and Chen",465,SUP023
PROD0335,Federal Fiction,Books,Fiction,1053.93,833.52,"Lawson, Mayo and Garcia",89,SUP037
PROD0336,Analysis Cookware,Home & Kitchen,Cookware,4607.78,3822.46,"Paul, Zamora and Tucker",41,SUP036
PROD0337,Main Education,Books,Education,4454.67,3476.02,"Smith, Dominguez and Merritt",167,SUP045
PROD0338,Chance Makeup,Beauty,Makeup,4084.97,2937.73,"Robinson, Curtis and Moore",108,SUP049
PROD0339,Word Makeup,Beauty,Makeup,1634.15,1379.97,"Williams, Sutton and Sullivan",235,SUP019
PROD0340,Large Cookware,Home & Kitchen,Cookware,2620.18,1990.39,Ward-Underwood,444,SUP043
PROD0341,Sign Laptop,Electronics,Laptop,1819.85,1263.67,Stephenson and Sons,500,SUP023
PROD0342,Pretty Skincare,Beauty,Skincare,344.71,288.32,Hernandez Group,101,SUP039
PROD0343,Family Makeup,Beauty,Makeup,2855.18,2156.13,Ruiz Inc,286,SUP029
PROD0344,Suggest Fitness,Sports,Fitness,512.92,343.14,Martinez-Romero,421,SUP021
PROD0345,Participant Dress,Clothing,Dress,1209.83,964.51,Jenkins-Carroll,225,SUP014
PROD0346,Table Laptop,Electronics,Laptop,1355.28,875.04,Mercado-West,271,SUP042
PROD0347,Section Shirt,Clothing,Shirt,1631.45,1385.94,"Bishop, Vance and Jordan",285,SUP032
PROD0348,Source Mobile,Electronics,Mobile,1643.58,1394.84,Duran LLC,274,SUP015
PROD0349,Rock Education,Books,Education,2289.41,1530.61,Jones Ltd,131,SUP041
PROD0350,Far Cookware,Home & Kitchen,Cookware,1604.27,1257.71,"Calderon, Brown and Le",301,SUP040
PROD0351,Baby Fitness,Sports,Fitness,664.01,548.17,"Murillo, Tran and Turner",417,SUP035
PROD0352,Garden Fitness,Sports,Fitness,1882.87,1459.14,Watkins PLC,269,SUP035
PROD0353,Finally Mobile,Electronics,Mobile,1580.73,1159.31,Phillips-Scott,72,SUP017
PROD0354,Benefit Furniture,Home & Kitchen,Furniture,1699.95,1251.31,Caldwell-Wise,274,SUP012
PROD0355,Half Furniture,Home & Kitchen,Furniture,904.52,570.62,Hartman-Russo,387,SUP038
PROD0356,Wife Outdoor,Sports,Outdoor,309.34,238.07,"Rivera, Mercado and Dalton",467,SUP046
PROD0357,Couple Fitness,Sports,Fitness,2706.16,1749.03,"Mendez, Simmons and Moreno",171,SUP016
PROD0358,Participant Mobile,Electronics,Mobile,3652.97,2519.82,Owen Inc,60,SUP010
PROD0359,Four Mobile,Electronics,Mobile,2053.51,1542.87,"Smith, Smith and Mann",296,SUP018
PROD0360,Class Furniture,Home & Kitchen,Furniture,3863.84,2800.07,Petersen Group,63,SUP002
PROD0361,Show Dress,Clothing,Dress,4952.53,3559.08,"Moss, Clark and Pacheco",301,SUP015
PROD0362,Always Fitness,Sports,Fitness,3351.62,2745.12,"Velasquez, Wilson and Waller",152,SUP011
PROD0363,Dark Furniture,Home & Kitchen,Furniture,3551.31,2528.83,Lewis Group,69,SUP050
PROD0364,Between Mobile,Electronics,Mobile,1243.72,899.56,"Spencer, Jones and Stephenson",56,SUP019
PROD0365,Leave Fiction,Books,Fiction,483.84,348.2,Gilmore Group,359,SUP028
PROD0366,Modern Dress,Clothing,Dress,3399.88,2801.97,Hoffman-Franco,155,SUP050
PROD0367,Become Education,Books,Education,2596.07,2072.56,"Johnston, Morrow and Mclaughlin",198,SUP040
PROD0368,Detail Skincare,Beauty,Skincare,815.36,641.49,Hogan-Johnson,41,SUP027
PROD0369,Ahead Fitness,Sports,Fitness,4453.65,3678.14,"Shaw, Torres and Mitchell",168,SUP027
PROD0370,Value Dress,Clothing,Dress,2800.6,1708.14,Gonzalez-Lyons,385,SUP025
PROD0371,Increase Outdoor,Sports,Outdoor,702.48,434.56,Wright-Reyes,191,SUP018
PROD0372,List Dress,Clothing,Dress,1399.55,920.03,Stewart Group,30,SUP039
PROD0373,Mind Furniture,Home & Kitchen,Furniture,1391.74,1119.06,Perkins-Brown,276,SUP018
PROD0374,Physical Fiction,Books,Fiction,4031.87,3324.42,"Flores, Richards and Patrick",267,SUP011
PROD0375,Under Jeans,Clothing,Jeans,1522.68,988.57,"Choi, Velasquez and Hines",383,SUP024
PROD0376,Contain Jeans,Clothing,Jeans,3310.01,2316.5,Lopez-Sexton,214,SUP033
PROD0377,Southern Jeans,Clothing,Jeans,3378.7,2637.28,Gray-Preston,12,SUP015
PROD0378,Box Jeans,Clothing,Jeans,435.25,315.0,Nunez-Hansen,400,SUP032
PROD0379,Call Laptop,Electronics,Laptop,3361.38,2276.99,Mckinney-Brown,466,SUP027
PROD0380,Soldier Fitness,Sports,Fitness,1060.67,658.87,Lane-Lynch,52,SUP048
PROD0381,Our Outdoor,Sports,Outdoor,2097.82,1670.02,Montgomery Ltd,277,SUP001
PROD0382,Happen Skincare,Beauty,Skincare,947.05,728.32,Roman-Johnson,316,SUP004
PROD0383,Subject Education,Books,Education,374.69,300.9,Watson-Miller,407,SUP002
PROD0384,Control Outdoor,Sports,Outdoor,1476.14,958.63,"Washington, Murphy and Myers",311,SUP015
PROD0385,Likely Mobile,Electronics,Mobile,3603.97,2699.36,Porter and Sons,478,SUP027
PROD0386,Cell Mobile,Electronics,Mobile,4712.94,3292.2,Obrien and Sons,382,SUP024
PROD0387,Character Education,Books,Education,4255.8,2556.09,Davis Group,321,SUP048
PROD0388,Former Makeup,Beauty,Makeup,3214.12,2040.42,Diaz-Mendoza,161,SUP037
PROD0389,Step Outdoor,Sports,Outdoor,219.2,137.31,"Johnston, Collier and Curry",252,SUP025
PROD0390,Window Skincare,Beauty,Skincare,3254.96,2344.96,Dalton Inc,426,SUP037
PROD0391,Foot Mobile,Electronics,Mobile,2263.93,1754.05,"Bruce, Smith and Ferguson",195,SUP037
PROD0392,Street Fiction,Books,Fiction,527.15,365.35,Kane-Russell,408,SUP006
PROD0393,Very Makeup,Beauty,Makeup,247.98,188.68,Rodriguez Inc,386,SUP011
PROD0394,Successful Shirt,Clothing,Shirt,2256.65,1757.65,"Long, Bonilla and Rogers",363,SUP039
PROD0395,It Makeup,Beauty,Makeup,1564.81,1159.61,"Holt, Henderson and Gaines",201,SUP048
PROD0396,Treatment Dress,Clothing,Dress,711.23,580.66,Deleon LLC,264,SUP017
PROD0397,Conference Outdoor,Sports,Outdoor,4615.2,3902.17,Wilson-Garcia,250,SUP048
PROD0398,Miss Mobile,Electronics,Mobile,225.97,179.14,"Smith, Wright and Rivera",75,SUP039
PROD0399,Lawyer Shirt,Clothing,Shirt,772.57,555.34,Kim-Kennedy,178,SUP013
PROD0400,Lay Dress,Clothing,Dress,629.84,529.15,Ray Ltd,303,SUP032
PROD0401,Important Jeans,Clothing,Jeans,4987.76,3343.2,"Nash, Esparza and Jackson",105,SUP040
PROD0402,Republican Fiction,Books,Fiction,4951.66,3798.09,Williams PLC,223,SUP031
PROD0403,Base Dress,Clothing,Dress,600.94,404.76,Salazar LLC,164,SUP043
PROD0404,Customer Furniture,Home & Kitchen,Furniture,4359.9,3215.51,"Jones, Howard and Glenn",276,SUP006
PROD0405,In Shirt,Clothing,Shirt,3374.37,2383.88,Jones-Martin,343,SUP031
PROD0406,Feel Fitness,Sports,Fitness,4654.76,3710.55,Turner Group,427,SUP004
PROD0407,Organization Fitness,Sports,Fitness,2164.7,1543.45,"Young, Moore and Deleon",220,SUP001
PROD0408,Professional Mobile,Electronics,Mobile,3217.95,1934.44,Murray-Torres,483,SUP033
PROD0409,Hand Jeans,Clothing,Jeans,1234.6,852.97,Taylor-Evans,369,SUP014
PROD0410,Many Skincare,Beauty,Skincare,654.13,485.63,Gray-Roberts,133,SUP038
PROD0411,The Furniture,Home & Kitchen,Furniture,1379.77,1158.97,"Smith, Torres and Diaz",188,SUP037
PROD0412,Read Furniture,Home & Kitchen,Furniture,2612.57,2115.02,"Christensen, Cooper and Ruiz",139,SUP020
PROD0413,Safe Jeans,Clothing,Jeans,1870.31,1510.77,Schwartz-Beltran,113,SUP026
PROD0414,Situation Fitness,Sports,Fitness,4962.56,3364.8,"Hoffman, Bruce and Powell",130,SUP050
PROD0415,Degree Dress,Clothing,Dress,976.77,779.07,"Martin, Hudson and Pham",220,SUP043
PROD0416,Someone Dress,Clothing,Dress,4020.22,2494.69,"Reed, Gutierrez and Daniels",234,SUP018
PROD0417,Democratic Skincare,Beauty,Skincare,621.79,407.61,Parker-Warren,315,SUP003
PROD0418,Would Dress,Clothing,Dress,1258.79,824.79,Nelson LLC,458,SUP038
PROD0419,Table Fitness,Sports,Fitness,4028.99,3113.31,Hicks-Curtis,287,SUP045
PROD0420,Detail Makeup,Beauty,Makeup,731.27,473.38,Villanueva PLC,473,SUP020
PROD0421,These Fitness,Sports,Fitness,947.96,753.1,Middleton-Freeman,319,SUP050
PROD0422,Fight Jeans,Clothing,Jeans,2943.52,1842.51,Peterson LLC,198,SUP006
PROD0423,Pull Education,Books,Education,3188.38,2682.49,Summers Group,118,SUP031
PROD0424,Least Education,Books,Education,1168.52,984.92,Lara-Escobar,26,SUP020
PROD0425,Maintain Mobile,Electronics,Mobile,3320.43,2683.43,Stone-Serrano,468,SUP047
PROD0426,Very Dress,Clothing,Dress,4083.76,3170.02,Carter Inc,191,SUP036
PROD0427,Boy Skincare,Beauty,Skincare,1090.36,689.82,"Blair, Clements and Trujillo",144,SUP043
PROD0428,Admit Fitness,Sports,Fitness,4297.39,3556.92,"Taylor, Gibson and Gibson",221,SUP050
PROD0429,Throw Fiction,Books,Fiction,2274.11,1544.32,Silva-Smith,380,SUP016
PROD0430,Tv Headphones,Electronics,Headphones,200.24,135.25,"Olsen, Mclean and Mckay",313,SUP006
PROD0431,Look Skincare,Beauty,Skincare,1747.9,1302.2,"Mason, Miles and Gardner",431,SUP019
PROD0432,Material Skincare,Beauty,Skincare,1902.16,1601.49,Phillips-Crane,235,SUP003
PROD0433,Line Jeans,Clothing,Jeans,1386.06,955.81,"Brooks, Smith and Martin",453,SUP037
PROD0434,Discuss Fitness,Sports,Fitness,4749.59,3498.13,Vasquez-Lamb,409,SUP013
PROD0435,Strategy Jeans,Clothing,Jeans,2074.26,1390.44,Singh-Chapman,290,SUP037
PROD0436,None Outdoor,Sports,Outdoor,3723.33,2627.57,Gross and Sons,83,SUP003
PROD0437,Protect Jeans,Clothing,Jeans,2494.11,1502.23,Holland-Mitchell,372,SUP006
PROD0438,Discover Outdoor,Sports,Outdoor,3785.99,2544.74,"Berg, Phillips and Castaneda",254,SUP006
PROD0439,Pm Dress,Clothing,Dress,268.63,172.23,Jordan-Mcclure,222,SUP024
PROD0440,Statement Mobile,Electronics,Mobile,2287.87,1588.84,"Blake, Livingston and Davenport",79,SUP045
PROD0441,Few Cookware,Home & Kitchen,Cookware,589.46,452.44,Williams LLC,103,SUP003
PROD0442,Can Headphones,Electronics,Headphones,4851.78,3625.79,Gibson LLC,359,SUP028
PROD0443,Husband Mobile,Electronics,Mobile,985.31,685.8,"Pollard, Edwards and Garcia",456,SUP035
PROD0444,Trip Skincare,Beauty,Skincare,4756.03,3482.61,Willis-Rice,190,SUP048
PROD0445,Congress Education,Books,Education,3463.95,2398.77,Rogers-Harrison,438,SUP022
PROD0446,Hotel Fitness,Sports,Fitness,4189.61,3297.03,Lopez PLC,352,SUP048
PROD0447,Cost Makeup,Beauty,Makeup,3093.75,2116.74,"Carson, Thomas and Miller",321,SUP005
PROD0448,People Skincare,Beauty,Skincare,3503.76,2601.74,Johnson Inc,349,SUP030
PROD0449,Hear Fitness,Sports,Fitness,4691.7,3898.03,Brown-Sullivan,136,SUP044
PROD0450,Receive Headphones,Electronics,Headphones,2984.59,2356.64,Cox-Daniels,178,SUP024
PROD0451,Picture Cookware,Home & Kitchen,Cookware,1193.83,997.78,Rodriguez and Sons,497,SUP010
PROD0452,Increase Fiction,Books,Fiction,2110.23,1304.77,Vance Group,483,SUP001
PROD0453,On Fiction,Books,Fiction,2145.52,1810.72,Morris-Cardenas,337,SUP013
PROD0454,Statement Skincare,Beauty,Skincare,4108.54,2600.16,Ray-Munoz,121,SUP022
PROD0455,If Jeans,Clothing,Jeans,1871.21,1486.96,Vaughn LLC,299,SUP011
PROD0456,Adult Skincare,Beauty,Skincare,994.34,813.68,"Wallace, Nicholson and Wade",198,SUP014
PROD0457,Somebody Education,Books,Education,2717.58,1745.59,Silva and Sons,210,SUP047
PROD0458,Scene Mobile,Electronics,Mobile,3971.64,2527.11,Garcia-Garcia,124,SUP016
PROD0459,Into Dress,Clothing,Dress,1159.48,803.71,"Oneal, Parks and Williams",196,SUP014
PROD0460,Issue Jeans,Clothing,Jeans,1173.34,932.7,Nicholson-Sanders,468,SUP031
PROD0461,Their Jeans,Clothing,Jeans,369.42,274.41,Burns-Smith,347,SUP009
PROD0462,Minute Dress,Clothing,Dress,3403.85,2409.63,"Cook, White and Garcia",402,SUP005
PROD0463,Collection Jeans,Clothing,Jeans,319.53,265.27,"Santiago, Thomas and Reyes",171,SUP031
PROD0464,State Fiction,Books,Fiction,2925.99,2146.14,"Manning, Roach and Carrillo",240,SUP034
PROD0465,Center Fitness,Sports,Fitness,3615.67,2743.88,"Davis, Palmer and Guzman",202,SUP042
PROD0466,Game Headphones,Electronics,Headphones,233.74,163.96,Davis-Mcdonald,373,SUP018
PROD0467,Record Jeans,Clothing,Jeans,3254.4,2679.68,Larson Group,344,SUP013
PROD0468,Hold Makeup,Beauty,Makeup,1637.84,1019.75,Palmer Inc,486,SUP041
PROD0469,Create Furniture,Home & Kitchen,Furniture,4418.71,3036.77,Lane-Summers,426,SUP036
PROD0470,Leave Furniture,Home & Kitchen,Furniture,4530.85,3420.17,"Frank, Odom and Schwartz",437,SUP007
PROD0471,Threat Cookware,Home & Kitchen,Cookware,3852.12,2553.78,Johnson and Sons,429,SUP002
PROD0472,Hospital Jeans,Clothing,Jeans,4808.22,3212.36,"Lane, Sanders and Oliver",142,SUP009
PROD0473,Hotel Shirt,Clothing,Shirt,2937.71,2041.22,"Ward, Meyer and Jacobs",111,SUP025
PROD0474,Today Dress,Clothing,Dress,4961.59,4136.51,Donovan Group,484,SUP004
PROD0475,Drug Laptop,Electronics,Laptop,2205.68,1557.76,Diaz Ltd,412,SUP014
PROD0476,Any Dress,Clothing,Dress,3901.95,2375.45,Martinez-Rice,187,SUP049
PROD0477,Value Headphones,Electronics,Headphones,250.41,195.87,"Brown, Fischer and Oneal",231,SUP049
PROD0478,Everyone Dress,Clothing,Dress,271.59,198.5,Wise-Smith,442,SUP021
PROD0479,Cell Fitness,Sports,Fitness,1728.09,1227.67,Byrd-Novak,246,SUP024
PROD0480,Indeed Dress,Clothing,Dress,2724.7,2115.78,Brewer-Moore,165,SUP019
PROD0481,Apply Makeup,Beauty,Makeup,4613.51,3643.44,"Owens, Johnson and Mahoney",355,SUP020
PROD0482,Citizen Makeup,Beauty,Makeup,2434.61,1699.91,Green-Figueroa,352,SUP021
PROD0483,Play Education,Books,Education,4526.24,3552.57,Greene Ltd,442,SUP037
PROD0484,Himself Jeans,Clothing,Jeans,997.4,756.23,Flynn-Riley,139,SUP018
PROD0485,Baby Jeans,Clothing,Jeans,734.09,500.07,Hill-Brown,298,SUP020
PROD0486,Approach Furniture,Home & Kitchen,Furniture,1657.79,1147.21,Rivera Group,54,SUP027
PROD0487,Develop Makeup,Beauty,Makeup,3442.86,2706.52,Burton Group,13,SUP047
PROD0488,Simple Shirt,Clothing,Shirt,3221.93,2403.98,Myers LLC,148,SUP025
PROD0489,Book Dress,Clothing,Dress,3212.66,2636.1,Powers-Lopez,309,SUP045
PROD0490,Involve Outdoor,Sports,Outdoor,621.08,526.37,Johnson Inc,445,SUP034
PROD0491,Mind Education,Books,Education,4199.2,3275.09,Gentry and Sons,118,SUP042
PROD0492,If Makeup,Beauty,Makeup,3394.28,2310.55,"Hawkins, Long and Barnett",175,SUP016
PROD0493,Strong Jeans,Clothing,Jeans,1421.71,1178.27,Pittman-Morales,442,SUP049
PROD0494,Place Furniture,Home & Kitchen,Furniture,429.11,332.51,Campbell-Campbell,391,SUP037
PROD0495,Artist Makeup,Beauty,Makeup,4979.45,4145.87,Johnson and Sons,241,SUP036
PROD0496,Debate Furniture,Home & Kitchen,Furniture,4128.17,2479.12,Allen Ltd,334,SUP005
PROD0497,Until Education,Books,Education,1746.09,1166.16,Pope-Smith,150,SUP022
PROD0498,News Shirt,Clothing,Shirt,2412.84,1731.45,Vasquez PLC,362,SUP003
PROD0499,Out Skincare,Beauty,Skincare,529.62,330.94,Dennis Group,355,SUP023
PROD0500,Try Headphones,Electronics,Headphones,1004.73,705.31,Figueroa-Sanders,390,SUP035
